product_id,plate_barcode,timepoint_label,position,value,flag,violation_note
urn:amp2:prod:complex-t0,EPix1-complex,t=0,G12,0.0696,ok,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H1,0.0679,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H2,0.0702,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H3,0.0691,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H4,0.0685,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H5,0.0697,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H6,0.0696,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H7,0.0689,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H8,0.0668,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H9,0.0674,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H10,0.0698,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H11,0.0693,blank,
urn:amp2:prod:complex-t0,EPix1-complex,t=0,H12,0.0684,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A-1,0.0787,ok,[C4] position 'A-1' should be 'A1'
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A2,0.0907,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A3,0.0783,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A4,0.0777,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A5,0.0773,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A6,0.0838,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A7,0.0958,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A8,0.0773,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A9,0.0768,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A10,0.0777,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A11,0.0802,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,A12,0.0765,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B1,0.0781,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B2,0.0819,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B3,0.3291,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B4,0.0788,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B5,0.0797,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B6,0.0797,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B7,0.2464,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B8,0.0784,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B9,0.0789,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B10,0.1046,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B11,0.0794,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,B12,0.0772,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C1,0.0792,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C2,0.0799,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C3,0.0797,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C4,0.0787,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C5,0.0776,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C6,0.0779,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C7,0.0773,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C8,0.0788,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C9,0.0777,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C10,0.0781,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C11,0.0779,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,C12,0.0782,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D1,0.0852,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D2,0.1784,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D3,0.0785,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D4,0.1241,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D5,0.3819,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D6,0.0779,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D7,0.0789,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D8,0.0802,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D9,0.0782,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D10,0.0805,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D11,0.0790,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,D12,0.0779,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E1,0.1618,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E2,0.0774,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E3,0.0798,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E4,0.0787,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E5,0.0981,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E6,0.1525,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E7,0.0811,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E8,0.3670,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E9,0.0772,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E10,0.0852,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E11,0.0831,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,E12,0.1414,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F1,0.0815,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F2,0.0780,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F3,0.1404,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F4,0.0899,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F5,0.4133,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F6,0.1542,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F7,0.0912,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F8,0.0844,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F9,0.1293,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F10,0.0890,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F11,0.0876,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,F12,0.1103,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G1,1.4089,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G2,0.0784,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G3,0.0843,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G4,0.0782,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G5,0.1497,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G6,0.0850,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G7,0.0788,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G8,0.1201,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G9,0.0853,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G10,0.0869,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G11,0.0843,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,G12,0.0800,ok,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H1,0.0693,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H2,0.0716,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H3,0.0705,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H4,0.0699,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H5,0.0711,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H6,0.0710,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H7,0.0703,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H8,0.0681,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H9,0.0687,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H10,0.0712,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H11,0.0707,blank,
urn:amp2:prod:complex-t4h,EPix1-complex,t=4h,H12,0.0698,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A1,0.0889,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A2,0.1026,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A3,0.0885,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A4,0.0879,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A5,0.0874,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A6,0.0948,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A7,0.1083,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A8,0.0874,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A9,0.0868,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A10,0.0879,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A11,0.0906,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,A12,0.0865,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B1,0.0883,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B2,0.0926,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B3,0.3721,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B4,0.0891,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B5,0.0901,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B6,0.0901,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B7,0.2786,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B8,0.0887,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B9,0.0892,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B10,0.1183,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B11,0.0897,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,B12,0.0872,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C1,0.0896,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C2,0.0904,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C3,0.0901,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C4,0.0889,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C5,0.0878,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C6,0.0880,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C7,0.0874,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C8,0.0891,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C9,0.0879,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C10,0.0883,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C11,0.0880,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,C12,0.0884,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D1,0.0963,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D2,0.2016,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D3,0.0888,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D4,0.1403,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D5,0.4317,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D6,0.0880,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D7,0.0892,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D8,0.0906,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D9,0.0884,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D10,0.0910,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D11,0.0893,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,D12,0.0880,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E1,0.1829,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E2,0.0875,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E3,0.0902,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E4,0.0889,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E5,0.1109,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E6,0.1724,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E7,0.0916,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E8,0.4148,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E9,0.0872,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E10,0.0963,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E11,0.0940,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,E12,0.1599,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F1,0.0922,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F2,0.0881,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F3,0.1587,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F4,0.1017,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F5,0.4672,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F6,0.1743,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F7,0.1031,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F8,0.0954,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F9,0.1461,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F10,0.1006,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F11,0.0991,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,F12,0.1247,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G1,1.5926,outlier,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G2,0.0887,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G3,0.0953,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G4,0.0884,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G5,0.1693,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G6,0.0961,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G7,0.0891,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G8,0.1357,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G9,0.0965,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G10,0.0983,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G11,0.0953,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,G12,0.0905,ok,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H1,0.0693,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H2,0.0716,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H3,0.0705,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H4,0.0699,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H5,0.0711,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H6,0.0710,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H7,0.0703,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H8,0.0681,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H9,0.0687,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H10,0.0712,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H11,0.0707,blank,
urn:amp2:prod:complex-t8h,EPix1-complex,t=8h,H12,0.0698,blank,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A1,0.1129,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A2,0.1302,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A3,0.1124,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A4,0.1115,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A5,0.1109,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A6,0.1203,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A7,0.1374,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A8,0.1109,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A9,0.1102,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A10,0.1115,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A11,0.1150,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,A12,0.1097,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B1,0.1120,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B2,0.1175,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B3,0.4722,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B4,0.1130,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B5,0.1143,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B6,0.1143,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B7,0.3536,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B8,0.1125,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B9,0.1132,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B10,0.1501,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B11,0.1139,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,B12,0.1107,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C1,0.1137,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C2,0.1147,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C3,0.1143,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C4,0.1129,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C5,0.1114,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C6,0.1117,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C7,0.1109,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C8,0.1130,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C9,0.1115,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C10,0.1120,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C11,0.1117,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,C12,0.1122,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D1,0.1223,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D2,0.2559,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D3,0.1127,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D4,0.1780,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D5,0.5480,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D6,0.1117,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D7,0.1132,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D8,0.1150,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D9,0.1122,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D10,0.1155,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D11,0.1134,ok,
urn:amp2:prod:complex-t16h,EPix1-complex,t=16h,D12,0.1117,ok,
